,venue,latitude,longitude,category,center_lat,center_long
2,Orchard Creek Golf Course,42.72197059537833,-74.01303103484511,Golf Course,42.708285775225946,-74.0353477647901
3,United States Postal Service,42.70074436137394,-74.03215929865837,Post Office,42.708285775225946,-74.0353477647901
4,MakerFront,42.71260376396878,-74.04139280319214,Electronics,42.708285775225946,-74.0353477647901
5,Orsini Park,42.70167542320314,-74.03270609771643,Park,42.708285775225946,-74.0353477647901
6,The Homefront Cafe,42.70166012140256,-74.03275896608986,American,42.708285775225946,-74.0353477647901
7,The Spinning Room Yarn Shop,42.701544,-74.032903,Arts & Crafts,42.708285775225946,-74.0353477647901
8,Farmhouse Tap & Tavern,42.701584,-74.032562,Restaurant,42.708285775225946,-74.0353477647901
9,Bamboo Garden,42.70050811767578,-74.03324127197266,Chinese,42.708285775225946,-74.0353477647901
10,Bozenkill Park,42.71112060546875,-74.0251235961914,Park,42.708285775225946,-74.0353477647901
11,Bozenkill Preserve,42.71489,-74.046196,Preserve,42.708285775225946,-74.0353477647901
12,Altamont Orchards,42.72064971923828,-74.0162124633789,Farmer's Market,42.708285775225946,-74.0353477647901
0,Bozenkill Preserve,42.71489,-74.046196,Preserve,42.70853879463234,-74.06587131170824
1,MakerFront,42.71260376396878,-74.04139280319214,Electronics,42.70853879463234,-74.06587131170824
2,Wolf Creek Falls Preserve,42.721468,-74.085512,Trail,42.70853879463234,-74.06587131170824
0,Township Tavern,42.7000081068246,-74.10227593556853,American,42.708783681088505,-74.0963952462651
1,Town Liquor,42.69994735717773,-74.10331726074219,Liquor Store,42.708783681088505,-74.0963952462651
2,Wolf Creek Falls Preserve,42.721468,-74.085512,Trail,42.708783681088505,-74.0963952462651
0,Township Tavern,42.7000081068246,-74.10227593556853,American,42.7090204343118,-74.12691955580235
1,Limestone Rise Preserve,42.705504,-74.13666,Preserve,42.7090204343118,-74.12691955580235
2,Town Liquor,42.69994735717773,-74.10331726074219,Liquor Store,42.7090204343118,-74.12691955580235
0,Limestone Rise Preserve,42.705504,-74.13666,Preserve,42.709249054028966,-74.1574442276607
0,None,42.70946953997609,-74.1879692491799,None,42.70946953997609,-74.1879692491799
0,None,42.7096818918987,-74.21849460769876,None,42.7096818918987,-74.21849460769876
0,Olimpic diner,42.717012923362496,-74.26043312993197,Diner,42.70988610955164,-74.24902029055524
0,Apple Barrel,42.6996799344278,-74.30144880998267,Gift Shop,42.7100821926992,-74.27954628508644
1,Scoharie Caverns,42.71159229565948,-74.28214527189287,Trail,42.7100821926992,-74.27954628508644
2,Olimpic diner,42.717012923362496,-74.26043312993197,Diner,42.7100821926992,-74.27954628508644
3,Rt 9 diner hadley ma,42.7089,-74.30096,Breakfast,42.7100821926992,-74.27954628508644
4,J&D Pub,42.7217025756836,-74.2586898803711,Bar,42.7100821926992,-74.27954628508644
0,Apple Barrel,42.6996799344278,-74.30144880998267,Gift Shop,42.71027014111503,-74.3100725786286
1,SUBWAY,42.70292282104492,-74.30984497070312,Sandwiches,42.71027014111503,-74.3100725786286
2,Dunkin',42.70346966747471,-74.31099369998265,Donuts,42.71027014111503,-74.3100725786286
3,Schoharie Green Hill Grocery,42.7031364440918,-74.30956268310547,Snacks,42.71027014111503,-74.3100725786286
4,Quality Inn And Suites,42.705623,-74.316544,Hotel,42.71027014111503,-74.3100725786286
0,Henry Hill Farm,42.70520782470703,-74.35920715332031,Farm,42.71044995458216,-74.34059915851726
1,Quality Inn And Suites,42.705623,-74.316544,Hotel,42.71044995458216,-74.34059915851726
0,Henry Hill Farm,42.70520782470703,-74.35920715332031,Farm,42.71062163289304,-74.37112601208716
1,Hide-A-Way Camp Sites,42.728861,-74.3634901,Campground,42.71062163289304,-74.37112601208716
2,Cave House Museum,42.69148904529254,-74.3838923355991,History Museum,42.71062163289304,-74.37112601208716
0,Howe Caverns,42.69624748838172,-74.39865569322139,Cave,42.71078517584944,-74.4016531266723
1,Howe-Paca Hill,42.706809997558594,-74.41204833984375,Arts & Crafts,42.71078517584944,-74.4016531266723
2,Howe High Adventure,42.69672040663077,-74.39852354557999,Playground,42.71078517584944,-74.4016531266723
3,Howe Caverns Cafe,42.696197,-74.398401,Breakfast,42.71078517584944,-74.4016531266723
4,Howe's Cave Motel,42.695395045158776,-74.39710322135626,Motel,42.71078517584944,-74.4016531266723
5,Iroquois Indian Museum,42.69155883789063,-74.407958984375,Museum,42.71078517584944,-74.4016531266723
0,Chenail's Farm Stand,42.68892438930751,-73.17994128660912,Farm,42.67865402617572,-73.19671484989388
1,Mount Prospect Summit,42.672611,-73.173939,Mountain,42.67865402617572,-73.19671484989388
0,Mezze Bistro And Bar,42.6973320282932,-73.22615708841755,New American,42.67913023188917,-73.22721325495829
1,Store At Five Corners,42.66054681949274,-73.24108196604826,Grocery Store,42.67913023188917,-73.22721325495829
2,The '6 House Pub,42.69483552995411,-73.22617441473668,American,42.67913023188917,-73.22721325495829
3,A-Frame Bakery,42.686382,-73.230412,Bakery,42.67913023188917,-73.22721325495829
4,Mt. Greylock Regional High School,42.67131027863341,-73.2405083832948,High School,42.67913023188917,-73.22721325495829
5,The 1896 House Country Inn,42.693854,-73.225915,Hotel,42.67913023188917,-73.22721325495829
0,Cricket Creek Farm,42.66561792505917,-73.2658288533366,Farm,42.67959832159613,-73.25771239439447
1,Mill On The Floss,42.678072,-73.2547989,French,42.67959832159613,-73.25771239439447
2,Sweet Brook Farm,42.67791211564963,-73.25050147159915,Farm,42.67959832159613,-73.25771239439447
3,Field Farm,42.665465,-73.260166,Trail,42.67959832159613,-73.25771239439447
4,Mt. Greylock Regional High School,42.67131027863341,-73.2405083832948,High School,42.67959832159613,-73.25771239439447
5,Field Farm Guest House,42.664144,-73.26247099999999,Boarding,42.67959832159613,-73.25771239439447
6,Phelps Trail,42.660989,-73.267308,Trail,42.67959832159613,-73.25771239439447
7,A-Frame Bakery,42.686382,-73.230412,Bakery,42.67959832159613,-73.25771239439447
8,Berkshire Hills Motel,42.687598,-73.229677,Motel,42.67959832159613,-73.25771239439447
0,Stewart's Shops,42.69151806,-73.37124673,Convenience Store,42.68095388932951,-73.34921409288789
1,Cwg Excavating And Timbering llc,42.6643373,-73.35063819999999,Construction,42.68095388932951,-73.34921409288789
2,Mark Wittig Construction,42.69211988969404,-73.37019681930542,Check Cashing Service,42.68095388932951,-73.34921409288789
0,Stewart's Shops,42.69151806,-73.37124673,Convenience Store,42.68138950970858,-73.3797160437561
1,Mark Wittig Construction,42.69211988969404,-73.37019681930542,Check Cashing Service,42.68138950970858,-73.3797160437561
2,Hewitt’s Market,42.693314,-73.370113,Grocery Store,42.68138950970858,-73.3797160437561
0,geni,42.689612,-73.383576,Asian,42.681817011476895,-73.41021866595935
0,None,42.68223639414156,-73.44072194688489,None,42.68223639414156,-73.44072194688489
0,Creekside Kennel,42.688572,-73.489664,Pet Store,42.682647657219086,-73.47122587391829
0,Creekside Kennel,42.688572,-73.489664,Pet Store,42.683050800235314,-73.50173043444336
1,Stoney Brook R&D LLC,42.6772107,-73.5270482,Furniture / Home,42.683050800235314,-73.50173043444336
0,Rotary Scout Reservation,42.70370864868164,-73.52789306640625,Campground,42.68344582272542,-73.53223561584228
1,boy scout camp Rotory,42.70570755004883,-73.5293197631836,Campground,42.68344582272542,-73.53223561584228
0,Bubies Store,42.69032211915827,-73.56424099917591,Convenience Store,42.68383272423391,-73.56274140549564
1,Totally about Weddings,42.69476,-73.56928,Event Services,42.68383272423391,-73.56274140549564
2,Rensselaer County Airport,42.69301090413447,-73.57947531852223,Airport,42.68383272423391,-73.56274140549564
3,The Salvador Dal Archives,42.664627925863606,-73.55702072381973,Performing Arts,42.68383272423391,-73.56274140549564
4,The Farm,42.68180465698242,-73.59131622314453,Farm,42.68383272423391,-73.56274140549564
5,Pineridge Cross Country Ski Area,42.68743147290139,-73.59196559169662,Ski Area,42.68383272423391,-73.56274140549564
0,Paolo Lombardi's Ristorante,42.68608209527368,-73.63252227403446,Italian,42.68458216253093,-73.62375475907996
1,La Bella Pizza,42.6948322311662,-73.63712391458094,Pizza,42.68458216253093,-73.62375475907996
2,Capital Hideaway Nude Strip Club,42.67405319213867,-73.60633087158203,Strip Club,42.68458216253093,-73.62375475907996
3,Okinawa,42.697780467711794,-73.64734083306254,Sushi,42.68458216253093,-73.62375475907996
4,Mainly Ice Cream,42.69509219864497,-73.6380999067166,Ice Cream,42.68458216253093,-73.62375475907996
5,Beverage Mart,42.69726105853699,-73.64554821034785,Liquor Store,42.68458216253093,-73.62375475907996
6,Moxie's,42.7060237962211,-73.6195832626435,Ice Cream,42.68458216253093,-73.62375475907996
7,SUBWAY,42.69804497925357,-73.64735506681626,Sandwiches,42.68458216253093,-73.62375475907996
8,Family Dollar,42.69780223412207,-73.64762208518921,Discount Store,42.68458216253093,-73.62375475907996
9,CVS pharmacy,42.696896086027465,-73.6461465842579,Pharmacy,42.68458216253093,-73.62375475907996
10,Dunkin',42.697416011711006,-73.6461420349703,Donuts,42.68458216253093,-73.62375475907996
11,Stewart's Shops,42.69395258133824,-73.63567836424166,Convenience Store,42.68458216253093,-73.62375475907996
12,The Personal Chef,42.6838493347168,-73.63341522216797,Food,42.68458216253093,-73.62375475907996
13,Classie Lassies Fields,42.6773567199707,-73.64141845703125,Baseball Field,42.68458216253093,-73.62375475907996
14,Wait's Towing,42.67352492719413,-73.60810637149326,Auto Garage,42.68458216253093,-73.62375475907996
15,J. Hunziker Paving,42.66779197,-73.61505099,Business Services,42.68458216253093,-73.62375475907996
16,"Land Design, Inc.",42.689697265625,-73.59909057617188,Garden Center,42.68458216253093,-73.62375475907996
17,McDonald's,42.69693002848646,-73.6467781662941,Fast Food,42.68458216253093,-73.62375475907996
18,Village Discount Wine And Liquor,42.696513,-73.64425,Liquor Store,42.68458216253093,-73.62375475907996
0,Hannaford Supermarket,42.6974711,-73.6499021,Supermarket,42.684944698455226,-73.65426229776419
1,Okinawa,42.697780467711794,-73.64734083306254,Sushi,42.684944698455226,-73.65426229776419
2,La Bella Pizza,42.6948322311662,-73.63712391458094,Pizza,42.684944698455226,-73.65426229776419
3,Joseph L Bruno Stadium,42.6952385247749,-73.68067594032331,Baseball,42.684944698455226,-73.65426229776419
4,Paolo Lombardi's Ristorante,42.68608209527368,-73.63252227403446,Italian,42.684944698455226,-73.65426229776419
5,Beverage Mart,42.69726105853699,-73.64554821034785,Liquor Store,42.684944698455226,-73.65426229776419
6,Carol's Place,42.7051475942132,-73.6600366166455,Breakfast,42.684944698455226,-73.65426229776419
7,Mainly Ice Cream,42.69509219864497,-73.6380999067166,Ice Cream,42.684944698455226,-73.65426229776419
8,Jack's Drive-Inn,42.69861908485845,-73.65110984738772,Burgers,42.684944698455226,-73.65426229776419
9,Cumberland Farms,42.70424112011608,-73.65841627120966,Convenience Store,42.684944698455226,-73.65426229776419
10,CVS pharmacy,42.705803,-73.659252,Pharmacy,42.684944698455226,-73.65426229776419
11,SUBWAY,42.69804497925357,-73.64735506681626,Sandwiches,42.684944698455226,-73.65426229776419
12,Family Dollar,42.69780223412207,-73.64762208518921,Discount Store,42.684944698455226,-73.65426229776419
13,CVS pharmacy,42.696896086027465,-73.6461465842579,Pharmacy,42.684944698455226,-73.65426229776419
14,Dunkin',42.697416011711006,-73.6461420349703,Donuts,42.684944698455226,-73.65426229776419
15,Villa Valenti Pub,42.70167007258985,-73.65531292564182,Bar,42.684944698455226,-73.65426229776419
16,Stewart's Shops,42.69395258133824,-73.63567836424166,Convenience Store,42.684944698455226,-73.65426229776419
17,Longest Light In North Greenbush,42.69021522537864,-73.66750465421295,Travel,42.684944698455226,-73.65426229776419
18,McDonald's,42.69693002848646,-73.6467781662941,Fast Food,42.684944698455226,-73.65426229776419
19,Classie Lassies Fields,42.6773567199707,-73.64141845703125,Baseball Field,42.684944698455226,-73.65426229776419
20,Village Discount Wine And Liquor,42.696513,-73.64425,Liquor Store,42.684944698455226,-73.65426229776419
21,The Personal Chef,42.6838493347168,-73.63341522216797,Food,42.684944698455226,-73.65426229776419
22,DevilCats Stadium,42.68921254979335,-73.67710011368392,Baseball Field,42.684944698455226,-73.65426229776419
23,Mr. Subb,42.704139709472656,-73.65863800048828,Sandwiches,42.684944698455226,-73.65426229776419
24,"United Estate Sales, LLC",42.6733844,-73.6760396,Business Services,42.684944698455226,-73.65426229776419
0,Garlic Lover's Corner,42.682109835115874,-73.6890342518439,Mediterranean,42.68529911166952,-73.68477039420952
1,Joseph L Bruno Stadium,42.6952385247749,-73.68067594032331,Baseball,42.68529911166952,-73.68477039420952
2,Alexis Diner,42.67893901841851,-73.6903699002398,Diner,42.68529911166952,-73.68477039420952
3,Healthy Pet Center,42.68193150219801,-73.68909750028398,Pet Store,42.68529911166952,-73.68477039420952
4,Ando's,42.69669573890584,-73.68979779301021,Cosmetics,42.68529911166952,-73.68477039420952
5,Deli & Brew,42.69957649975342,-73.68854301519823,Deli / Bodega,42.68529911166952,-73.68477039420952
6,Junior's Bar & Grill,42.69294911172456,-73.68801625969114,Sports Bar,42.68529911166952,-73.68477039420952
7,Panera Bread,42.6952709,-73.6884382,Bakery,42.68529911166952,-73.68477039420952
8,children's museum of science,42.67680546717622,-73.69781884400611,Science Museum,42.68529911166952,-73.68477039420952
9,T.J. Maxx,42.69620736557871,-73.68942358028693,Department Store,42.68529911166952,-73.68477039420952
10,I Love NY Pizza,42.68205512726789,-73.68910207997176,Pizza,42.68529911166952,-73.68477039420952
11,Rite Aid,42.695948,-73.6886496,Pharmacy,42.68529911166952,-73.68477039420952
12,Stewart's Shops,42.69240953,-73.68739648,Convenience Store,42.68529911166952,-73.68477039420952
13,Stewart's Shops,42.70350610047318,-73.68790615950972,Gas Station,42.68529911166952,-73.68477039420952
14,Redbox,42.69594955444336,-73.68955993652344,Video Store,42.68529911166952,-73.68477039420952
15,Moscatiello's,42.69011120797872,-73.68690831648739,Italian,42.68529911166952,-73.68477039420952
16,Wendy’s,42.696724,-73.688879,Fast Food,42.68529911166952,-73.68477039420952
17,Mario's Wine & Spirits,42.68086158763031,-73.68991207024015,Wine Shop,42.68529911166952,-73.68477039420952
18,DevilCats Stadium,42.68921254979335,-73.67710011368392,Baseball Field,42.68529911166952,-73.68477039420952
19,Taco Bell,42.70013208455222,-73.6885722406297,Fast Food,42.68529911166952,-73.68477039420952
20,Dunkin',42.69997776051515,-73.689546354002,Donuts,42.68529911166952,-73.68477039420952
21,Subway,42.69664804261826,-73.69047666677147,Sandwiches,42.68529911166952,-73.68477039420952
22,Louie's,42.699844,-73.688764,Burgers,42.68529911166952,-73.68477039420952
23,Price Chopper,42.697105,-73.690514,Supermarket,42.68529911166952,-73.68477039420952
24,"United Estate Sales, LLC",42.6733844,-73.6760396,Business Services,42.68529911166952,-73.68477039420952
25,Longest Light In North Greenbush,42.69021522537864,-73.66750465421295,Travel,42.68529911166952,-73.68477039420952
26,Yonder Farms,42.671393,-73.69059,Flower Shop,42.68529911166952,-73.68477039420952
0,Sky Zone Trampoline Park,42.679715208466725,-73.72580970760683,Recreation Center,42.68564540176507,-73.71527903578887
1,Tuscan Oven Pizza&Cafe,42.67728805541992,-73.7335433959961,Cafeteria,42.68564540176507,-73.71527903578887
2,Il Faro Restaurant & Bar,42.67757672229416,-73.73686019307179,Italian,42.68564540176507,-73.71527903578887
3,children's museum of science,42.67680546717622,-73.69781884400611,Science Museum,42.68564540176507,-73.71527903578887
4,Garlic Lover's Corner,42.682109835115874,-73.6890342518439,Mediterranean,42.68564540176507,-73.71527903578887
5,Mohawk & Hudson River Humane Society,42.68898613206776,-73.72379269101057,Building,42.68564540176507,-73.71527903578887
6,Alexis Diner,42.67893901841851,-73.6903699002398,Diner,42.68564540176507,-73.71527903578887
7,Ando's,42.69669573890584,-73.68979779301021,Cosmetics,42.68564540176507,-73.71527903578887
8,Healthy Pet Center,42.68193150219801,-73.68909750028398,Pet Store,42.68564540176507,-73.71527903578887
9,Junior's Bar & Grill,42.69294911172456,-73.68801625969114,Sports Bar,42.68564540176507,-73.71527903578887
10,Panera Bread,42.6952709,-73.6884382,Bakery,42.68564540176507,-73.71527903578887
11,T.J. Maxx,42.69620736557871,-73.68942358028693,Department Store,42.68564540176507,-73.71527903578887
12,KFC,42.6834536453414,-73.73159877542219,Fried Chicken,42.68564540176507,-73.71527903578887
13,Subway,42.681753540706026,-73.73173355561892,Sandwiches,42.68564540176507,-73.71527903578887
14,U-Haul Moving & Storage of Menands,42.6808676175534,-73.72640587445073,Storage,42.68564540176507,-73.71527903578887
15,Rite Aid,42.695948,-73.6886496,Pharmacy,42.68564540176507,-73.71527903578887
16,I Love NY Pizza,42.68205512726789,-73.68910207997176,Pizza,42.68564540176507,-73.71527903578887
17,Family Dollar,42.678477,-73.734471,Discount Store,42.68564540176507,-73.71527903578887
18,YMCA of the Capital District,42.67399031381246,-73.73990350765837,Gym,42.68564540176507,-73.71527903578887
19,Stewart's Shops,42.69240953,-73.68739648,Convenience Store,42.68564540176507,-73.71527903578887
20,Broadway Diner,42.702522,-73.715104,Diner,42.68564540176507,-73.71527903578887
21,Redbox,42.69594955444336,-73.68955993652344,Video Store,42.68564540176507,-73.71527903578887
22,Stewart's Shops,42.67795417119749,-73.73516154150558,Convenience Store,42.68564540176507,-73.71527903578887
23,FedEx Ship Center,42.7055358,-73.7170028,Shipping Store,42.68564540176507,-73.71527903578887
24,Walgreens,42.70132766621104,-73.71755742850524,Pharmacy,42.68564540176507,-73.71527903578887
25,Olympic Lanes,42.69851715885923,-73.7225938363515,Bowling Alley,42.68564540176507,-73.71527903578887
26,Burger King,42.70412876959986,-73.71513962745661,Fast Food,42.68564540176507,-73.71527903578887
27,Hudson River Exit 6,42.68276543713257,-73.72202749829913,Trail,42.68564540176507,-73.71527903578887
28,Wendy’s,42.696724,-73.688879,Fast Food,42.68564540176507,-73.71527903578887
29,Moscatiello's,42.69011120797872,-73.68690831648739,Italian,42.68564540176507,-73.71527903578887
30,Adventures In Food,42.69452105980117,-73.71763118113692,Restaurant,42.68564540176507,-73.71527903578887
31,Capital District Farmers Market in Menands,42.6950264,-73.7176283,Farmer's Market,42.68564540176507,-73.71527903578887
32,Mancini's Deli & Pizza,42.69436568434321,-73.72237140104133,Pizza,42.68564540176507,-73.71527903578887
33,Menands Farmers Market,42.69567948311224,-73.71849321164981,Farmer's Market,42.68564540176507,-73.71527903578887
34,B-Rads,42.687950134277344,-73.7296371459961,Cafeteria,42.68564540176507,-73.71527903578887
35,Dunkin',42.6802516185674,-73.73364318457874,Donuts,42.68564540176507,-73.71527903578887
36,Adventures In Food,42.696533203125,-73.7192153930664,Snacks,42.68564540176507,-73.71527903578887
37,Sun Fai,42.67728805541992,-73.7335433959961,Chinese,42.68564540176507,-73.71527903578887
38,Mario's Wine & Spirits,42.68086158763031,-73.68991207024015,Wine Shop,42.68564540176507,-73.71527903578887
39,Subway,42.69664804261826,-73.69047666677147,Sandwiches,42.68564540176507,-73.71527903578887
40,Price Chopper,42.697105,-73.690514,Supermarket,42.68564540176507,-73.71527903578887
41,Ocean State Job Lot,42.696510314941406,-73.69091796875,Discount Store,42.68564540176507,-73.71527903578887
42,MARKET32,42.69716808,-73.69085332,Pharmacy,42.68564540176507,-73.71527903578887
43,Yankee Dollar,42.69594955444336,-73.68955993652344,Discount Store,42.68564540176507,-73.71527903578887
44,NY Wine & Liquor Warehouse,42.696253,-73.68972,Warehouse Store,42.68564540176507,-73.71527903578887
45,China Wok,42.69666087273895,-73.68993406129692,Chinese,42.68564540176507,-73.71527903578887
46,Hudson Valley Plaza,42.69679607561869,-73.68968216337153,Mall,42.68564540176507,-73.71527903578887
0,Risotto,42.67501881038364,-73.748933026923,Mediterranean,42.68598356834252,-73.74578820987372
1,Il Faro Restaurant & Bar,42.67757672229416,-73.73686019307179,Italian,42.68598356834252,-73.74578820987372
2,Tuscan Oven Pizza&Cafe,42.67728805541992,-73.7335433959961,Cafeteria,42.68598356834252,-73.74578820987372
3,Druthers Brewing Co.,42.66599163539376,-73.74134219082232,Brewery,42.68598356834252,-73.74578820987372
4,Sky Zone Trampoline Park,42.679715208466725,-73.72580970760683,Recreation Center,42.68598356834252,-73.74578820987372
5,Ship's Pub,42.67566328350235,-73.74897799905216,Bar,42.68598356834252,-73.74578820987372
6,Genoa Importing Co.,42.70584610155501,-73.7543876315959,Deli / Bodega,42.68598356834252,-73.74578820987372
7,Cafe Madison,42.675996,-73.748645,Café,42.68598356834252,-73.74578820987372
8,Stewart's Shops,42.69724479286615,-73.76882221395681,Convenience Store,42.68598356834252,-73.74578820987372
9,Huck Finns Playland,42.6645698,-73.7381439,Theme Park,42.68598356834252,-73.74578820987372
10,Fort Orange Brewing,42.6671588466666,-73.74309838035731,Brewery,42.68598356834252,-73.74578820987372
11,YMCA of the Capital District,42.67399031381246,-73.73990350765837,Gym,42.68598356834252,-73.74578820987372
12,Mohawk & Hudson River Humane Society,42.68898613206776,-73.72379269101057,Building,42.68598356834252,-73.74578820987372
13,KFC,42.6834536453414,-73.73159877542219,Fried Chicken,42.68598356834252,-73.74578820987372
14,Subway,42.681753540706026,-73.73173355561892,Sandwiches,42.68598356834252,-73.74578820987372
15,Family Dollar,42.678477,-73.734471,Discount Store,42.68598356834252,-73.74578820987372
16,Dunkin',42.67304711847042,-73.75012838490436,Donuts,42.68598356834252,-73.74578820987372
17,U-Haul Moving & Storage of Menands,42.6808676175534,-73.72640587445073,Storage,42.68598356834252,-73.74578820987372
18,Stewart's Shops,42.67795417119749,-73.73516154150558,Convenience Store,42.68598356834252,-73.74578820987372
19,Stewart's Shops,42.6735678567018,-73.75127387748573,Convenience Store,42.68598356834252,-73.74578820987372
20,Papa John's Pizza,42.69690704345703,-73.76802825927734,Pizza,42.68598356834252,-73.74578820987372
21,Wolfert's Roost,42.67856790690453,-73.74628557927991,Golf Course,42.68598356834252,-73.74578820987372
22,Subway,42.6641478,-73.7386221,Sandwiches,42.68598356834252,-73.74578820987372
23,Mohawk Hudson Hike Bike Trail,42.68845522676395,-73.74791630359533,Trail,42.68598356834252,-73.74578820987372
24,Dunkin',42.6802516185674,-73.73364318457874,Donuts,42.68598356834252,-73.74578820987372
25,I Love NY Pizza,42.67526495526558,-73.74915558339292,Pizza,42.68598356834252,-73.74578820987372
26,Olympic Lanes,42.69851715885923,-73.7225938363515,Bowling Alley,42.68598356834252,-73.74578820987372
27,B-Rads,42.687950134277344,-73.7296371459961,Cafeteria,42.68598356834252,-73.74578820987372
28,Metroland Photo,42.69456100463867,-73.76097106933594,Photography Lab,42.68598356834252,-73.74578820987372
29,Route 9,42.70241435414907,-73.75229339615778,Moving Target,42.68598356834252,-73.74578820987372
30,Hudson River Exit 6,42.68276543713257,-73.72202749829913,Trail,42.68598356834252,-73.74578820987372
31,Time Warner Cable,42.693027,-73.723425,Business Services,42.68598356834252,-73.74578820987372
32,The Warehouse at Huck Finn,42.6641159,-73.7386016,Furniture / Home,42.68598356834252,-73.74578820987372
33,Mancini's Deli & Pizza,42.69436568434321,-73.72237140104133,Pizza,42.68598356834252,-73.74578820987372
34,Menands True Value Hardware,42.694919,-73.72133000000001,Hardware,42.68598356834252,-73.74578820987372
35,Loudonville Green,42.7052,-73.753805,Park,42.68598356834252,-73.74578820987372
36,Flights  Of Fantasy,42.686333953507166,-73.77349462192211,Bookstore,42.68598356834252,-73.74578820987372
37,Nipper,42.66483230974176,-73.7427779712028,Outdoor Sculpture,42.68598356834252,-73.74578820987372
38,Spada Law,42.692942,-73.773346,Lawyer,42.68598356834252,-73.74578820987372
39,Pad Thai Noodle,42.693647,-73.773323,Thai,42.68598356834252,-73.74578820987372
40,Adventures In Food,42.696533203125,-73.7192153930664,Snacks,42.68598356834252,-73.74578820987372
41,Menands Farmers Market,42.69567948311224,-73.71849321164981,Farmer's Market,42.68598356834252,-73.74578820987372
42,Adventures In Food,42.69452105980117,-73.71763118113692,Restaurant,42.68598356834252,-73.74578820987372
0,Honest Weight Food Co-op,42.67869,-73.78191,Organic Grocery,42.68631361101183,-73.77629790383422
1,Caffe Italia,42.6745438361367,-73.78373882427944,Italian,42.68631361101183,-73.77629790383422
2,Oliver's Beverage (Brew Crew),42.680771483464106,-73.79246251359123,Liquor Store,42.68631361101183,-73.77629790383422
3,Pepper Jacks,42.67291279419581,-73.78537814509545,American,42.68631361101183,-73.77629790383422
4,Grappa 72 Ristorante,42.67916182928948,-73.79075210240067,Italian,42.68631361101183,-73.77629790383422
5,Best Fitness Albany,42.68176779435235,-73.79011158080272,Gym,42.68631361101183,-73.77629790383422
6,Earthworld Comics,42.67041124136725,-73.77873163229495,Bookstore,42.68631361101183,-73.77629790383422
7,Gateway Diner,42.68114,-73.79041,Diner,42.68631361101183,-73.77629790383422
8,Stewart's Shops,42.69724479286615,-73.76882221395681,Convenience Store,42.68631361101183,-73.77629790383422
9,Westgate Pizza,42.68173141001128,-73.79043360823198,Pizza,42.68631361101183,-73.77629790383422
10,Jack's Diner,42.670741594393526,-73.77901709964084,Diner,42.68631361101183,-73.77629790383422
11,Lanie's Cafe,42.70747326182588,-73.77716368640489,Bar,42.68631361101183,-73.77629790383422
12,Salsa Latina,42.66489974641099,-73.77257422505903,Mexican,42.68631361101183,-73.77629790383422
13,Van's Vietnamese Restaurant,42.66470453710442,-73.77216973645511,Vietnamese,42.68631361101183,-73.77629790383422
14,Coccadotts Cake Shop,42.6935862095315,-73.8050432264687,Bakery,42.68631361101183,-73.77629790383422
15,Stewart's Shops,42.69784994981693,-73.79150169636964,Convenience Store,42.68631361101183,-73.77629790383422
16,CVS pharmacy,42.68077258110379,-73.78992605803082,Pharmacy,42.68631361101183,-73.77629790383422
17,Orchard Tavern,42.67482044754063,-73.77637330971815,American,42.68631361101183,-73.77629790383422
18,Subway #20468,42.67985364821287,-73.79076105444813,Sandwiches,42.68631361101183,-73.77629790383422
19,Lynn's Uptown Sports Tavern,42.67747836997766,-73.79657613864346,Sports Bar,42.68631361101183,-73.77629790383422
20,Northeast Chinese/东北饭店,42.680024821180254,-73.79151897851166,Chinese,42.68631361101183,-73.77629790383422
21,Hokkaido,42.6797394836226,-73.79007515291617,Sushi,42.68631361101183,-73.77629790383422
22,Capital Thai,42.684688679851725,-73.79485712466433,Thai,42.68631361101183,-73.77629790383422
23,Hannaford Supermarket,42.6798367,-73.792397,Supermarket,42.68631361101183,-73.77629790383422
24,Asian Food Market,42.68027782398499,-73.79292388153223,Supermarket,42.68631361101183,-73.77629790383422
25,Golden Cue Billiard Lounge,42.684524907766125,-73.79872727802724,Billiards,42.68631361101183,-73.77629790383422
26,Pearl Of The Orient,42.70733724930328,-73.77728072915157,Asian,42.68631361101183,-73.77629790383422
27,TJ's Cafe,42.69104262155052,-73.80203387434453,American,42.68631361101183,-73.77629790383422
28,Ichiban,42.665723751157,-73.7738498369173,Asian,42.68631361101183,-73.77629790383422
29,Hertz,42.678985,-73.790351,Rental Car,42.68631361101183,-73.77629790383422
30,Ocean State Job Lot,42.68239102166095,-73.78944770338232,Department Store,42.68631361101183,-73.77629790383422
31,Sally Beauty,42.68201289692807,-73.78983420810007,Cosmetics,42.68631361101183,-73.77629790383422
32,Enterprise Rent-A-Car,42.6799336,-73.792673,Rental Car,42.68631361101183,-73.77629790383422
33,Fujiya Ramen,42.664765,-73.77194,Ramen,42.68631361101183,-73.77629790383422
34,The UPS Store,42.6826267,-73.7908592,Shipping Store,42.68631361101183,-73.77629790383422
35,All Good Things,42.70834599318779,-73.7755801496486,Juice Bar,42.68631361101183,-73.77629790383422
36,D'Raymond's,42.707437395749096,-73.7750363058434,Italian,42.68631361101183,-73.77629790383422
37,Dollar Tree,42.68265942643304,-73.78901961328384,Discount Store,42.68631361101183,-73.77629790383422
